醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5907360548,芳鄰藥局,高雄市前鎮區中華五路９９３號１樓,(07)5361134,1516,1977,2020/03/04 10:18:39
5907360566,祥安健保藥局,高雄市前鎮區復興三路３９３號１樓,(07)3340393,1344,1997,2020/03/04 10:18:39
5907360575,鈞愉健保藥局,高雄市前鎮區鄭和南路４１８號,(07)5360421,472,517,2020/03/04 10:18:39
5907360584,聖名健保藥局,高雄市前鎮區復興三路２４６號１樓,(07)3319431,487,1789,2020/03/04 10:18:39
5907360600,桂林活力藥師藥局草衙店,高雄市前鎮區草衙二路３６０號,(07)8131819,322,252,2020/03/04 10:18:39
5907360619,前鎮大樹藥局,高雄市前鎮區瑞隆路４７２號１樓,(07)7137171,0,1060,2020/03/04 10:18:39
5907360628,風鈴藥局,高雄市前鎮區管仲路３７號,(07)5367833,1084,810,2020/03/04 10:18:39
5907370053,瑞康藥師藥局,高雄市旗津區中洲三路５９７號,(07)5718985,280,938,2020/03/04 10:18:39
5907370062,歐德藥局,高雄市旗津區旗津三路９６２巷８號１樓,(07)5711868,802,2018,2020/03/04 10:18:39
5907380040,二苓仙光藥局,高雄市小港區漢民路２６０號,(07)8069060,90,704,2020/03/04 10:18:39
5907380059,百鴻中西大藥局,高雄市小港區康莊路１１５號,(07)8024141,160,184,2020/03/04 10:18:39
5907380077,品誼藥局,高雄市小港區平和路２２號１樓,(07)8219527,52,542,2020/03/04 10:18:39
5907380175,新朋友藥師藥局小港店,高雄市小港區漢民路２５４號,(07)8065361,0,1510,2020/03/04 10:18:39
5907380184,桂林活力藥師藥局孔鳳店,高雄市小港區孔鳳路５６１號１樓,(07)7912331,334,284,2020/03/04 10:18:39
5907380255,安安藥師藥局,高雄市小港區孔鳳路５６５號１樓,(07)7915933,0,502,2020/03/04 10:18:39
5907380264,大樹孔鳳藥局,高雄市小港區孔鳳路５１９、５２１號,(07)7918521,84,162,2020/03/04 10:18:39
5907380291,富康活力藥局小港店,高雄市小港區二苓路２０４號１樓,(07)8020333,162,1014,2020/03/04 10:18:39
5907380308,桂林活力藥師藥局漢民店,高雄市小港區漢民路６９１－１、６９１－２號１樓,(07)8010636,20,0,2020/03/04 10:18:39
5907380317,朋盛藥局,高雄市小港區大鵬路１４２號,(07)8017288,44,442,2020/03/04 10:18:39
5907380326,小康藥局,高雄市小港區漢民路３３３號,(07)8069122,500,1160,2020/03/04 10:18:39
5907380344,大樹小港藥局,高雄市小港區康莊路７５號１樓,(07)8068328,0,1221,2020/03/04 10:18:39
5911010015,喬寶藥局,基隆市中正區義二路６６號１樓,(02)24202827,398,1694,2020/03/04 10:18:39
5911010097,俊德藥局,基隆市中正區中船路２０號１樓,(02)24281398,120,1520,2020/03/04 10:18:39
5911010168,承泰藥局,基隆市中正區新豐街４４２號,(02)24601316,0,174,2020/03/04 10:18:39
5911011227,和平大藥局,基隆市中正區中正路７５０號,(02)24628151,124,1362,2020/03/04 10:18:39
5911011290,家康大藥局,基隆市中正區義一路７２號１樓,(02)24212412,949,1742,2020/03/04 10:18:39
5911011325,永好藥局,基隆市中正區北寧路３１５號１樓,(02)24697639,1082,2120,2020/03/04 10:18:39
5911011334,海大藥局,基隆市中正區新豐街２５５號１樓,(02)24699222,236,1304,2020/03/04 10:18:39
5911011370,艾美藥局,基隆市中正區義二路６５－１號１樓,(02)24282609,1449,1898,2020/03/04 10:18:39
5911011450,文裕藥局,基隆市中正區八斗街１０號,(02)24691239,298,1229,2020/03/04 10:18:39
5911011469,維元社區藥局,基隆市中正區新豐街４４８號,(02)24601388,581,1758,2020/03/04 10:18:39
5911011478,天康新豐藥局,基隆市中正區新豐街２５１巷４弄９號１樓,(02)24695168,702,1654,2020/03/04 10:18:39
5911011496,源昌藥局,基隆市中正區北寧路384號1樓,(02)24691686,180,1358,2020/03/04 10:18:39
5911011512,八斗子東亞藥局,基隆市中正區北寧路３７８號,(02)24698829,598,2076,2020/03/04 10:18:39
5911011521,禎宸藥局,基隆市中正區中正路１７５號１樓,(02)24620366,495,1920,2020/03/04 10:18:39
5911011530,吉上藥局,基隆市中正區中正路８１４號１樓,(02)24627799,375,2056,2020/03/04 10:18:39
5911011576,百福義一藥師藥局,基隆市中正區義一路４８號１樓,(02)24268288,0,920,2020/03/04 10:18:39
5911011585,雙鶴藥局,基隆市中正區義一路３５號１樓,(02)24263193,516,1250,2020/03/04 10:18:39
5911011594,禾新藥局,基隆市中正區新豐街２０５巷７號,(02)24698940,256,1382,2020/03/04 10:18:39
5911011601,義一啄木鳥藥局,基隆市中正區義一路１１１號１、２樓,(02)24271456,0,1183,2020/03/04 10:18:39
5911011610,躍獅大藥局,基隆市中正區義二路３５號,(02)24286960,180,1264,2020/03/04 10:18:39
5911020039,民安藥局,基隆市七堵區百五街４號,(02)24514938,250,778,2020/03/04 10:18:39
5911020057,合豐藥局,基隆市七堵區明德一路１７３號,(02)24561378,0,184,2020/03/04 10:18:39
5911020084,北安藥局,基隆市七堵區福二街１３５號,(02)24514008,84,188,2020/03/04 10:18:39
5911021170,康蘋藥局,基隆市七堵區開元路５９－２號２樓,(02)24558150,0,1854,2020/03/04 10:18:39
5911021214,合康藥局,基隆市七堵區開元路８５號１樓,(02)24555173,108,1636,2020/03/04 10:18:39
5911021287,正明藥局,基隆市七堵區南興路１０號１樓,(02)24563378,6,1654,2020/03/04 10:18:39
5911021330,鴻辰藥局,基隆市七堵區百三街４２號,(02)24514485,190,799,2020/03/04 10:18:39
5911021385,長樂藥局,基隆市七堵區明德一路１５４號,(02)24554488,0,197,2020/03/04 10:18:39
5911021394,百福專業藥師藥局,基隆市七堵區自治街１３號１樓,(02)24556688,0,488,2020/03/04 10:18:39
5911021401,福恬藥局,基隆市七堵區福二街１５１號１樓,(02)24527766,394,1702,2020/03/04 10:18:39
5911021429,雅登藥局,基隆市七堵區福二街２００號１樓,(02)24513213,96,360,2020/03/04 10:18:39
5911030026,欣華藥局,基隆市暖暖區源遠路１９７號,(02)24576741,512,1982,2020/03/04 10:18:39
5911030035,陸記藥局,基隆市暖暖區源遠路２４１號,(02)24576712,70,1064,2020/03/04 10:18:39
5911030053,杏福藥局,基隆市暖暖區暖暖街１７８號,(02)24572427,350,1650,2020/03/04 10:18:39
5911031096,東方藥局,基隆市暖暖區暖暖街１５３號１樓,(02)24574171,450,1892,2020/03/04 10:18:39
5911031158,柏林藥局,基隆市暖暖區暖暖街２４６巷１６９號１樓,(02)24592277,325,1668,2020/03/04 10:18:39
5911031176,家宏藥局,基隆市暖暖區源遠路２８１之２號１樓,(02)24595982,537,1950,2020/03/04 10:18:39
5911031238,碇內東亞藥師藥局,基隆市暖暖區源遠路３１９號１樓,(02)24590033,542,2059,2020/03/04 10:18:39
5911031274,宏展藥局,基隆市暖暖區源遠路２７９號,(02)24593311,58,1150,2020/03/04 10:18:39
5911031283,福安藥局,基隆市暖暖區暖暖街５５２號,(02)24588550,0,784,2020/03/04 10:18:39
5911031292,百福暖暖專業藥局,基隆市暖暖區暖暖街１８９號１樓,(02)24596999,470,692,2020/03/04 10:18:39
5911031318,安安藥局,基隆市暖暖區源遠路１６８號,(02)24585577,330,1478,2020/03/04 10:18:39
5911040175,回春藥局,基隆市仁愛區仁五路４３號,(02)24224728,946,2073,2020/03/04 10:18:39
5911040200,環宇藥局,基隆市仁愛區忠三路２０號,(02)24225071,276,1990,2020/03/04 10:18:39
5911040228,大田大藥局,基隆市仁愛區仁二路５號,(02)24258762,0,602,2020/03/04 10:18:39
5911040273,第一藥局,基隆市仁愛區愛三路１２０號３樓,(02)24292288,1051,2183,2020/03/04 10:18:39
5911041305,婕登藥局,基隆市仁愛區愛三路５３號１、２樓,(02)24222582,38,1102,2020/03/04 10:18:39
5911041332,光華藥局,基隆市仁愛區成功一路１２９號１樓,(02)24338703,404,1114,2020/03/04 10:18:39
5911041350,何房藥局,基隆市仁愛區忠三路８１號,(02)24222978,0,2128,2020/03/04 10:18:39
5911041387,順安藥局,基隆市仁愛區仁二路７２號,(02)24213381,391,1254,2020/03/04 10:18:39
5911041403,佑昌藥局,基隆市仁愛區南榮路１７號,(02)24293309,0,1178,2020/03/04 10:18:39
5911041510,聯安藥局,基隆市仁愛區仁二路２５１號２樓,(02)24288809,1127,2169,2020/03/04 10:18:39
5911041618,永樂藥局,基隆市仁愛區忠二路２２號,(02)24214878,424,1779,2020/03/04 10:18:39
5911041690,佑聖藥局,基隆市仁愛區仁二路１８８號,(02)24201762,44,1246,2020/03/04 10:18:39
5911041743,全昱藥局,基隆市仁愛區仁二路１１３號,(02)24241522,1024,1721,2020/03/04 10:18:39
5911041805,長安藥師藥局,基隆市仁愛區劉銘傳路１０號,(02)24223826,0,788,2020/03/04 10:18:39
5911041823,威陽藥局,基隆市仁愛區孝二路６８號１樓,(02)24255646,50,1820,2020/03/04 10:18:39
5911041832,東京藥局,基隆市仁愛區仁四路１５號１樓,(02)24214138,1524,1606,2020/03/04 10:18:39
5911041878,天康大藥局,基隆市仁愛區南榮路１４９號,(02)77091122,25,1530,2020/03/04 10:18:39
5911041903,長虹藥師藥局,基隆市仁愛區仁三路８８號１樓,(02)24261318,308,1883,2020/03/04 10:18:39
5911041921,祥新藥局,基隆市仁愛區忠一路２０號１樓,(02)24265551,300,1690,2020/03/04 10:18:39
5911041930,好快樂藥局,基隆市仁愛區仁一路１７９號２樓,(02)24254633,1085,2251,2020/03/04 10:18:39
5911041949,捷登藥局,基隆市仁愛區孝三路９２號１樓,(02)24237888,30,1898,2020/03/04 10:18:39
5911041958,百福仁愛專業藥局,基隆市仁愛區仁四路５０號１樓,(02)24266699,421,1728,2020/03/04 10:18:39
5911041967,東隆藥局,基隆市仁愛區仁二路１０５號２樓,(02)24260727,844,1849,2020/03/04 10:18:39
5911050037,吉安藥局,基隆市中山區安一路３２號,(02)24260229,106,816,2020/03/04 10:18:39
5911050064,日星藥局,基隆市中山區安一路２５號,(02)24222090,370,2260,2020/03/04 10:18:39
5911050073,中山藥局,基隆市中山區中山二路４５號,(02)24269996,432,2184,2020/03/04 10:18:39
5911050153,隆泰藥局,基隆市中山區西定路１２號,(02)24225889,242,1002,2020/03/04 10:18:39
5911050162,錦泰藥局,基隆市中山區中山二路４３號,(02)24228523,200,1736,2020/03/04 10:18:39
5911051258,聖鑫藥局,基隆市中山區復興路１２３號,(02)24378911,1461,1992,2020/03/04 10:18:39
5911051267,親親藥局,基隆市中山區復興路１８１號,(02)24378323,423,1630,2020/03/04 10:18:39
5911051365,大慶大藥局,基隆市中山區中和路１６８巷３弄２０號,(02)24378640,0,764,2020/03/04 10:18:39
5911051392,寶慷藥局,基隆市中山區復興路１９１號１樓,(02)24362338,80,232,2020/03/04 10:18:39
5911051409,順豐藥局,基隆市中山區中華路４號,(02)24369176,1,1592,2020/03/04 10:18:39
5911051463,宏海藥局,基隆市中山區復興路１４４號,(02)24373933,217,1592,2020/03/04 10:18:39
5911051472,外木山藥局,基隆市中山區復興路３２８之５號,(02)24373636,220,1610,2020/03/04 10:18:39
5911051481,仁登藥局,基隆市中山區復興路１２２號,(02)24375789,381,781,2020/03/04 10:18:39
5911051490,大哈密藥局,基隆市中山區中山二路５號,(02)24285368,776,2106,2020/03/04 10:18:39
5911051507,百福安一藥局,基隆市中山區安一路８１號,(02)24258068,0,1328,2020/03/04 10:18:39
5911060015,福泰藥局,基隆市安樂區麥金路４３３號,(02)24311631,0,492,2020/03/04 10:18:39
5911060051,濟生藥局,基隆市安樂區基金三路８２－２號,(02)24310884,400,1004,2020/03/04 10:18:39
5911060079,祐寧藥局,基隆市安樂區樂利三街１０２號,(02)24321718,0,158,2020/03/04 10:18:39
5911060088,宏仁藥局,基隆市安樂區安樂路２段１３０號,(02)24321739,0,1182,2020/03/04 10:18:39
5911060131,長春藥局,基隆市安樂區基金一路１７４號之２０,(02)24344550,172,468,2020/03/04 10:18:39
5911061156,青樺藥局,基隆市安樂區安樂路２段１７７號,(02)24325410,427,1465,2020/03/04 10:18:39
5911061236,康美藥局,基隆市安樂區基金一路１３５巷４６號１樓,(02)34012988,896,1313,2020/03/04 10:18:39
5911061272,立登藥局,基隆市安樂區麥金路１９７號１樓,(02)24334477,0,66,2020/03/04 10:18:39
5911061281,羅森堡藥局,基隆市安樂區安和一街２巷２２號,(02)24319869,30,1051,2020/03/04 10:18:39
5911061307,宏基藥局,基隆市安樂區武嶺街６４號１樓,(02)24319498,310,870,2020/03/04 10:18:39
5911061316,高登藥局,基隆市安樂區基金一路１７４－４號１樓,(02)34010598,34,642,2020/03/04 10:18:39
5911061334,大武崙藥局,基隆市安樂區基金一路１３１之１８號,(02)24343377,511,2090,2020/03/04 10:18:39
5911061343,基金藥局,基隆市安樂區基金一路１３３－６號１樓,(02)24332953,256,996,2020/03/04 10:18:39
5911070011,信安藥局,基隆市信義區信二路９９號,(02)24238551,100,1640,2020/03/04 10:18:39
5911071170,永霖藥局,基隆市信義區東信路６７號,(02)24680858,450,2182,2020/03/04 10:18:39
5911071376,祐康藥局,基隆市信義區信一路１１５號１樓,(02)24279521,46,2010,2020/03/04 10:18:39
5911071447,家安藥師藥局,基隆市信義區信二路２５７、２５９號１樓,(02)24223917,384,1315,2020/03/04 10:18:39
5911071456,深美藥局,基隆市信義區深澳坑路１－５８號,(02)24685728,0,1152,2020/03/04 10:18:39
5911071483,蘋果藥局,基隆市信義區東明路９７號,(02)24685158,234,906,2020/03/04 10:18:39
5911071536,小不點健保藥局,基隆市信義區深溪路１２６號１樓,(02)24683985,356,1668,2020/03/04 10:18:39
5911071572,元登藥局,基隆市信義區深溪路１４９號,(02)24663826,292,344,2020/03/04 10:18:39
5911071581,心禾藥局,基隆市信義區信二路２８１號１樓,(02)24272274,1122,1512,2020/03/04 10:18:39
5911071590,基隆藥局,基隆市信義區東信路１６６、１６８號１、２樓,(02)24680955,1000,1986,2020/03/04 10:18:39
5912010046,中美藥局,新竹市東區南大里西大路一ｏ二巷三號一樓,(03)5283828,62,684,2020/03/04 10:18:39
5912010206,康寧藥局,新竹市親仁里東大路１段１７９號,(03)5321797,477,834,2020/03/04 10:18:39
5912010215,李藥局,新竹市新莊里長春街３７號,(03)5779177,63,100,2020/03/04 10:18:39
5912010224,信芳藥局,新竹市科園里科學園路１３３號,(035)780595,0,76,2020/03/04 10:18:39
5912010313,金松大藥局,新竹市東立功里光復路二段３１０號,(03)5719019,0,191,2020/03/04 10:18:39
5912010322,南門藥局,新竹市東區關帝里南門街８２號,(03)5222665,240,1446,2020/03/04 10:18:39
5912010331,大家藥局,新竹市東區南門里武昌街６號１樓,(035)234035,0,336,2020/03/04 10:18:39
5912010484,聖心藥局,新竹市東區南大里食品路２６９號,(03)5610697,0,188,2020/03/04 10:18:39
5912010528,華安中西藥局,新竹市東區振興里南大路６４８號一樓,(03)5610088,88,904,2020/03/04 10:18:39
5912010724,倫洋藥局,新竹市東區建中路３８號１樓,(03)5749482,1,33,2020/03/04 10:18:39
5912010779,誠真藥局,新竹市東區中正里中正路５７號２樓,(03)5278233,17,2145,2020/03/04 10:18:39
5912011865,長青藥師藥局,新竹市東區民生路１４５號,(03)5439673,65,186,2020/03/04 10:18:39
5912012022,長明藥局,新竹市東區復中里中央路１７２號２樓,(03)5320541,43,1630,2020/03/04 10:18:39
5912012059,幼安藥局,新竹市東區三民里民族路１２８號,(03)5316337,256,458,2020/03/04 10:18:39
5912012077,安禾藥局,新竹市東區立功里光復路二段３００號,(03)5719433,0,962,2020/03/04 10:18:39
5912012120,仁美藥局,新竹市東區振興里振興路５２號,(03)5625398,400,620,2020/03/04 10:18:39
5912012139,康博中西藥局,新竹市東區明湖里明湖路四四六之四號,(03)5191010,0,786,2020/03/04 10:18:39
5912012148,新竹實和藥局,新竹市東區中正里中山路２７號,(03)5227636,0,1472,2020/03/04 10:18:39
5912012157,東海藥局,新竹市東區光復路一段２１３號１樓,(03)5772831,189,172,2020/03/04 10:18:39
5912012291,中央藥局,新竹市東區中央路１９７號,(03)5425657,406,1778,2020/03/04 10:18:39
5912012308,康元藥局,新竹市東區建功一路５９巷１０號,(03)5749282,23,452,2020/03/04 10:18:39
5912012353,康田大藥局,新竹市東區金山街１０２號１樓,(03)5638217,0,64,2020/03/04 10:18:39
5912012406,淯祐藥局,新竹市東區北大路６６號之１,(03)5350083,1,1066,2020/03/04 10:18:39
5912012433,安安大藥局,新竹市東區金山里光復路一段１６３巷２號,(03)5772655,0,52,2020/03/04 10:18:39
5912012479,東禾藥局,新竹市東區東門街９０之１號,(03)5242772,430,1698,2020/03/04 10:18:39
5912012531,三立藥局,新竹市東區新源街１００號,(03)5740112,8,165,2020/03/04 10:18:39
5912012569,法瑪士藥局,新竹市東區鐵道路2段8號,(03)5152255,116,218,2020/03/04 10:18:39
5912012620,新康藥局,新竹市東區林森路１８８號,(03)5256938,0,510,2020/03/04 10:18:39
5912012666,國豐大藥局,新竹市東區光復路一段３６２－１８號,(03)5779960,0,28,2020/03/04 10:18:39
5912012737,婷婷藥局,新竹市東區明湖路965號,(03)5290999,0,132,2020/03/04 10:18:39
5912012746,安康藥局,新竹市東區民族路１１２號,(03)5437048,155,620,2020/03/04 10:18:39
5912012764,佳佳藥局,新竹市東區中華路二段704號2樓,(03)5239856,150,1610,2020/03/04 10:18:39
5912012773,博弘藥局,新竹市東區南大路３８７號,(03)5619470,0,335,2020/03/04 10:18:39
5912012844,博正藥局,新竹市東區民族路８４號,(03)5436280,782,1102,2020/03/04 10:18:39
5912012862,佑信大藥局,新竹市東區新莊里光復路一段３６２─１３號,(03)6663578,52,100,2020/03/04 10:18:39
5912012924,金佑信藥局,新竹市東區光復路一段１７６號,(03)6663185,0,96,2020/03/04 10:18:39
5912012933,新芳鄰藥局,新竹市東區南大路４０２號,(03)5622183,12,492,2020/03/04 10:18:39
5912012942,澄清藥局,新竹市東區西大路３７４號１樓,(03)5246942,480,1642,2020/03/04 10:18:39
5912012979,哈佛藥局,新竹市東區北大路７２－１號,(03)5326777,118,524,2020/03/04 10:18:39
5912012988,杏康健保特約藥局,新竹市東區光復路一段５２５巷２３號１樓,(03)5772966,108,252,2020/03/04 10:18:39
5912013083,健康小熊藥局,新竹市東區西大路１４２號２樓,(03)5622958,0,852,2020/03/04 10:18:39
5912013092,千仟藥局,新竹市東區新光路４８號,(03)5733315,2,632,2020/03/04 10:18:39
5912013118,合康連鎖藥局食品店,新竹市東區食品路１４０號,(03)5621111,0,104,2020/03/04 10:18:39
5912013154,永安調劑藥局,新竹市東區光復路一段５９５號２樓,(03)5641461,0,662,2020/03/04 10:18:39
5912013163,孟德爾頌藥局,新竹市東區東大路一段１１８號１樓,(03)5357177,366,720,2020/03/04 10:18:39
5912013181,得安專業藥師藥局,新竹市東區中華路二段６５２號,(03)5283038,0,1264,2020/03/04 10:18:39
5912013207,明湖健保藥局,新竹市東區明湖路３９８號,(03)5191788,178,310,2020/03/04 10:18:39
5912013216,宏禎藥局,新竹市東區建新路４０號１樓,(03)5750238,40,240,2020/03/04 10:18:39
5912013225,倫洲藥局,新竹市東區食品路９７號１樓,(03)5744088,0,148,2020/03/04 10:18:39
5912013234,城佑藥局,新竹市東區建中路５９之１號,(03)5748862,0,220,2020/03/04 10:18:39
5912013243,合康連鎖藥局光復店,新竹市東區光復路１段３７８號,(03)5670111,150,128,2020/03/04 10:18:39
5912013252,全民好藥局,新竹市東區光復路一段５４４巷３６號１樓,(03)5794698,12,60,2020/03/04 10:18:39
5912013261,禾心藥局,新竹市東區民生路２３１號１樓,(03)5332403,0,326,2020/03/04 10:18:39
5912013305,合康連鎖藥局,新竹市東區中華路２段２２２號,(03)5321636,162,444,2020/03/04 10:18:39
5912013341,康健藥局,新竹市東區中央路１２８－１號,(03)5359789,28,648,2020/03/04 10:18:39
5912013350,芮成藥局,新竹市東區北大路９２巷５９號１樓,(03)5320622,212,1508,2020/03/04 10:18:39
5912013378,關東藥局,新竹市東區光復路１段３３２、３３４號１樓,(03)5777077,0,1144,2020/03/04 10:18:39
5912013387,禾安藥局,新竹市東區龍山東路１號２樓,(03)6662782,108,49,2020/03/04 10:18:39
5912013396,小樹藥局,新竹市東區慈濟路３號（３樓）,(03)5670099,402,344,2020/03/04 10:18:39
5912013412,牛津藥局,新竹市東區民族路６２號１樓,(03)5320780,446,240,2020/03/04 10:18:39
5912013421,上允藥局,新竹市東區光復路１段３６０之１７號１樓,(03)6687664,0,1,2020/03/04 10:18:39
5912040035,永盛藥局,新竹市金華里光華二街６號,(035)325352,0,548,2020/03/04 10:18:39
5912040080,劉藥局,新竹市育英里四維路５１號,(03)5247658,0,128,2020/03/04 10:18:39
5912040106,永富大藥局,新竹市中山里北門街１８號,(035)234856,10,890,2020/03/04 10:18:39
5912040197,芳鄰藥局,新竹市光田里水田街１５７號,(03)5314948,0,208,2020/03/04 10:18:39
5912040222,保健藥局,新竹市中山路１５３號１樓,(03)5242088,226,608,2020/03/04 10:18:39
5912040473,台大藥局,新竹市北區西大路６１８號一樓,(03)5282932,0,732,2020/03/04 10:18:39
5912040491,全禾藥局,新竹市北區潛園里集和街２５號,(03)5249173,0,1296,2020/03/04 10:18:39
5912040553,新廣德中西藥局,新竹市民富里延平路１段１６６號,(03)5225386,11,164,2020/03/04 10:18:39
5912041685,德育藥局,新竹市北區北大路２６４號,(03)5277114,108,1546,2020/03/04 10:18:39
5912041738,健康藥局,新竹市北區延平路一段１６７號,(03)5264697,285,644,2020/03/04 10:18:39
5912041809,家庭藥局,新竹市北區光華街99-1號2樓,(03)5456093,120,204,2020/03/04 10:18:39
5912041827,正大藥局,新竹市北區中正路三九○號,(03)5356056,0,1138,2020/03/04 10:18:39
5912041881,廣元藥局,新竹市北區東大路二段１８０號,(03)5317004,74,611,2020/03/04 10:18:39
5912041952,台安藥局,新竹市北區北大路４６４號,(03)5235953,36,834,2020/03/04 10:18:39
5912042066,佑健藥局,新竹市北區經國路二段５３１號１樓,(03)5230356,310,620,2020/03/04 10:18:39
5912042098,欣欣藥局,新竹市北區西大路736巷1號,(03)5351205,446,1167,2020/03/04 10:18:39
5912042155,長福藥局,新竹市北區經國路2段485號,(03)5243681,43,1158,2020/03/04 10:18:39
5912042173,保安藥局,新竹市北區西大路617號,(03)5258636,27,55,2020/03/04 10:18:39
5912042208,芳里藥局,新竹市北區延平路一段214巷2號,(03)5222989,4,132,2020/03/04 10:18:39
5912042217,康立藥局,新竹市北區水田街１６２號,(03)5457591,0,344,2020/03/04 10:18:39
5912042235,均祐健康藥局,新竹市北區境福里１５鄰中正路３８９號１樓,(03)5325369,26,256,2020/03/04 10:18:39
5912042306,好一生藥局,新竹市北區湳雅街118號1樓,(03)5331099,0,275,2020/03/04 10:18:39
5912042351,健霖藥局,新竹市北區中山路２７５號２樓,(03)5250389,168,1692,2020/03/04 10:18:39
5912042404,豐盛藥局,新竹市北區光華二街３５號,(03)5335651,136,292,2020/03/04 10:18:39
5912042422,幼能健保藥局,新竹市北區竹光路１０８號１樓,(03)5339750,0,676,2020/03/04 10:18:39
5912042459,閎安專業藥局,新竹市北區延平路三段６８７號１樓,(03)5368675,48,798,2020/03/04 10:18:39
5912042495,吉康藥局,新竹市北區東大路３段５０３號,(03)5369916,0,68,2020/03/04 10:18:39
5912042520,盛安藥局,新竹市北區育英里３鄰中山路２８１號,(03)5225668,0,601,2020/03/04 10:18:39
5912042593,合康連鎖藥局湳雅店,新竹市北區湳雅街７７號,(03)5315188,28,196,2020/03/04 10:18:39
5912042637,中福藥局,新竹市北區中福路８３號,(03)5366996,0,104,2020/03/04 10:18:39
5912042664,永沛藥局,新竹市北區湳雅街２０９號,(03)5328563,0,274,2020/03/04 10:18:39
5912042673,仁佑藥局,新竹市北區南寮里西濱路１段５００號,(03)5363818,1,173,2020/03/04 10:18:39
5912042691,合康連鎖藥局林森店,新竹市北區林森路２３０號１樓,(03)5242888,92,160,2020/03/04 10:18:39
5912042708,悅橙藥局,新竹市北區延平路１段１６１巷４３號１樓,(03)5250805,0,18,2020/03/04 10:18:39
5912042717,好鄰居健保藥局,新竹市北區西門街１２３號（１樓）,(03)5400538,0,766,2020/03/04 10:18:39
5912042726,仁星藥局,新竹市北區西大路８５６號（１樓）,(03)5313278,0,634,2020/03/04 10:18:39
5912042735,新竹北門藥局,新竹市北區中正路３６０、３６２號（１樓）,(03)5333234,104,814,2020/03/04 10:18:39
5912042744,立新藥師藥局,新竹市北區延平路１段２４５號１樓,(03)5228968,0,344,2020/03/04 10:18:39
5912042762,大樹新竹藥局,新竹市北區西大路５４０、５４２號１、２樓,(03)5250388,242,1802,2020/03/04 10:18:39
5912042771,悅橙藥局,新竹市北區延平路１段１６１巷４３號１樓,(03)5250805,144,686,2020/03/04 10:18:39
5912050040,速安藥局,新竹市中華路６段６７６號,(035)371557,0,348,2020/03/04 10:18:39
5912051092,新祥發大藥局,新竹市香山區香山里１鄰中華路五段４２號,(03)5381552,34,496,2020/03/04 10:18:39
5912051216,健安藥局,新竹市香山區內湖路六十號,(03)5370111,0,73,2020/03/04 10:18:39
5912051350,高晟藥師藥局,新竹市香山區大庄路59號,(03)5306645,0,678,2020/03/04 10:18:39
5912051396,健佑藥局,新竹市香山區大庄路４５巷６號,(03)5306555,0,47,2020/03/04 10:18:39
5912051403,香山丁丁藥局,新竹市香山區牛埔東路２４７號１樓,(03)5384612,36,122,2020/03/04 10:18:39
5912051412,元培藥局,新竹市香山區元培街３０６號光曜樓１、２樓,(03)5937289,96,1194,2020/03/04 10:18:39
5917010046,大協藥局,臺中市中區中山路１２４號,(04)22250745,366,2080,2020/03/04 10:18:39
5917010082,仁壽藥局,臺中市中區東墩里三民路三段１號,(04)22228058,574,588,2020/03/04 10:18:39
5917010126,永大藥局,臺中市中區錦上里民族路１２２號,(04)22210180,964,2150,2020/03/04 10:18:39
5917010215,四川堂藥局,臺中市中區中山路３４３號１樓,(04)22213081,392,1863,2020/03/04 10:18:39
