醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5901202672,美迦藥局,台北市文山區保儀路２３號,(02)29362815,0,2,2020/02/07 19:40:05
5901202681,振大藥局,台北市文山區永安街２２巷１６號,(02)29393385,0,2,2020/02/07 19:40:05
5901202789,宜康藥局,台北市文山區保儀路７號,(02)86619862,0,2,2020/02/07 19:40:05
5901202841,欣安景美藥局,台北市文山區景文街７７號,(02)29316008,0,2,2020/02/07 19:40:05
5901202850,北一藥師藥局,台北市文山區木新路３段４７號,(02)22348686,98,25,2020/02/07 19:40:05
5901202949,萬隆大藥局,台北市文山區羅斯福路５段２１８巷１５號,(02)29334580,206,54,2020/02/07 19:40:05
5901202958,杏一萬安藥局,台北市文山區萬安街１５號,(02)22302126,0,10,2020/02/07 19:40:05
5901202976,健康家藥局,台北市文山區興隆路２段１３３號,(02)29330858,0,2,2020/02/07 19:40:05
5901202994,躍獅永健藥局,台北市文山區木柵路１段１７７號,(02)77285780,0,4,2020/02/07 19:40:05
5901203044,木新健康人生藥局,台北市文山區木新路３段２０３號,(02)86611465,4,0,2020/02/07 19:40:05
5901203062,大樹文山藥局,台北市文山區興隆路３段１３號（１、２、３樓）,(02)29342226,140,50,2020/02/07 19:40:05
5901203106,光明大藥局,台北市文山區忠順街１段６６號,(02)29390275,5,20,2020/02/07 19:40:05
5901203124,福興藥局,台北市文山區福興路５６號,(02)89313868,2,0,2020/02/07 19:40:05
5901203222,躍獅景新藥局,台北市文山區羅斯福路６段３０號,(02)29356221,8,4,2020/02/07 19:40:05
5901203277,大樹景美藥局,台北市文山區羅斯福路６段２３４之１號,(02)29322951,156,44,2020/02/07 19:40:05
5901203295,專品政大藥局,台北市文山區指南路２段８號,(02)22343010,0,4,2020/02/07 19:40:05
5901203302,大樹木柵藥局,台北市文山區木柵路３段１０８號、１１０號（１樓、２樓、３樓）,(02)22340110,154,82,2020/02/07 19:40:05
5902010025,南京藥局,高雄市鹽埕區建國四路３８７號,(07)5514652,212,36,2020/02/07 19:40:05
5902010132,宏恩藥局,高雄市鹽埕區教仁里瀨南街１３３號,(07)5211318,2,32,2020/02/07 19:40:05
5902011326,和生藥局,高雄市鹽埕區建國四路１７８－２號,(07)5315739,8,4,2020/02/07 19:40:05
5902011335,利百加藥局,高雄市鹽埕區大公路９６號,(07)5511098,0,46,2020/02/07 19:40:05
5902020012,永松藥局,高雄市鼓山區鼓山三路１３０－１５號,(07)5810657,2,0,2020/02/07 19:40:05
5902021377,藍玉藥局,高雄市鼓山區鼓峰里九如四路２００２號,(07)5837528,0,4,2020/02/07 19:40:05
5902022669,惠民藥局,高雄市鼓山區九如四路１４２６號,(07)5833228,6,0,2020/02/07 19:40:05
5902022721,永瑞藥局,高雄市鼓山區華榮路２９８號２樓,(07)5521376,206,50,2020/02/07 19:40:05
5902022749,安康藥局,高雄市鼓山區裕誠路１１５５號,(07)5536828,2,50,2020/02/07 19:40:05
5902022794,定國藥局,高雄市鼓山區九如四路１１３５號,(07)5815858,2,4,2020/02/07 19:40:05
5902022801,裕康中西大藥局,高雄市鼓山區裕誠路１５１９號,(07)5555352,8,2,2020/02/07 19:40:05
5902022829,弘興藥局,高雄市鼓山區鼓山三路４８－１１號,(07)5612677,206,48,2020/02/07 19:40:05
5902022874,康爾喜藥局,高雄市鼓山區慶豐街５０號,(07)5222650,2,0,2020/02/07 19:40:05
5902022892,大有藥局,高雄市鼓山區文信路２３６號,(07)5529402,0,2,2020/02/07 19:40:05
5902022972,高雄藥局,高雄市鼓山區九如四路９２４號,(07)5610031,0,24,2020/02/07 19:40:05
5902030063,紅心藥局,高雄市左營區崇德路２５５號,(07)3416697,0,6,2020/02/07 19:40:05
5902030205,果貿藥局,高雄市左營區果峰街２２號,(07)5852825,0,50,2020/02/07 19:40:05
5902030269,立文藥局,高雄市左營區立文路５４號,(07)5572899,0,6,2020/02/07 19:40:05
5902030287,慈德藥局,高雄市左營重愛路５３號,(07)3416212,2,28,2020/02/07 19:40:05
5902030410,重仁藥局,高雄市左營區左營大路４０８號,(07)5824083,0,10,2020/02/07 19:40:05
5902030634,有機藥局,高雄市左營區榮耀街３號,(07)3596429,18,16,2020/02/07 19:40:05
5902030643,新高橋藥局,高雄市左營區民族一路１０２８號,(07)3100696,6,16,2020/02/07 19:40:05
5902031882,崇光藥局,高雄市左營區華夏路７５５號,(07)3452211,6,6,2020/02/07 19:40:05
5902031999,平安藥局,高雄市左營區中華一路５之１號,(07)5833688,0,50,2020/02/07 19:40:05
5902032174,光明健保藥局,高雄市左營區翠華路６０１巷８３號,(07)5812499,0,56,2020/02/07 19:40:05
5902032370,好幸福專業藥局,高雄市左營區明華一路２２０號,(07)5506816,4,0,2020/02/07 19:40:05
5902032432,威林藥局,高雄市左營區華夏路７２１號,(07)3414243,2,0,2020/02/07 19:40:05
5902032441,健怡藥局,高雄市左營區翠峰路４０號,(07)5821891,0,62,2020/02/07 19:40:05
5902032487,必健藥局,高雄市左營區自由二路９０號,(07)5584259,6,0,2020/02/07 19:40:05
5902032521,合康健保藥局,高雄市左營區裕誠路１８８號,(07)5509667,0,2,2020/02/07 19:40:05
5902032530,杏光藥局,高雄市左營區果峰街４７巷１號１樓,(07)3454432,0,8,2020/02/07 19:40:05
5902032647,健智美藥局,高雄市左營區富國路９８號,(07)5580888,4,0,2020/02/07 19:40:05
5902032665,安欣藥師藥局,高雄市左營區大順一路５５２號１樓,(07)5506620,0,42,2020/02/07 19:40:05
5902040014,成吉藥局,高雄市楠梓區楠梓東街７４號,(07)3513339,4,7,2020/02/07 19:40:05
5902040041,橘井藥局,高雄市楠梓區楠梓路１２９號,(07)3511869,23,0,2020/02/07 19:40:05
5902040069,新友藥局,高雄市楠梓區萬昌路１１１號,(07)3653534,0,4,2020/02/07 19:40:05
5902040096,宗隆藥局,高雄市楠梓區右昌街２２０號,(07)3622203,2,6,2020/02/07 19:40:05
5902040185,東初藥局,高雄市楠梓區楠梓路３２號,(07)3511261,160,40,2020/02/07 19:40:05
5902040229,進昇藥局,高雄市楠梓區德賢路２０２號,(07)3652334,2,4,2020/02/07 19:40:05
5902040238,筆秀藥局,高雄市楠梓區青埔街１５２號,(07)3622412,8,0,2020/02/07 19:40:05
5902040274,千惠藥局,高雄市楠梓區和光街１８１號,(07)3631268,6,8,2020/02/07 19:40:05
5902040532,聯亞藥局,高雄市揇梓區軍校路７１０號,(07)3638387,2,14,2020/02/07 19:40:05
5902042447,建佑藥局,高雄市楠梓區右昌街１９１號,(07)3626893,0,2,2020/02/07 19:40:05
5902042474,誠群藥局,高雄市楠梓區樂群路１８２號１樓,(07)3661733,2,0,2020/02/07 19:40:05
5902042492,合德中西藥師藥局,高雄市楠梓區楠梓路４８６號,(07)3581291,204,45,2020/02/07 19:40:05
5902042590,德賢藥師藥局,高雄市楠梓區德賢路５５１號,(07)3606056,6,4,2020/02/07 19:40:05
5902042657,皇慶藥局,高雄市楠梓區和光街１９１號,(07)3643352,32,58,2020/02/07 19:40:05
5902050092,明曜藥局,高雄市三民區澄和路９６號,(07)3803807,0,6,2020/02/07 19:40:05
5902050298,瑞鶴藥局,高雄市三民區寶德里義德路２５號,(07)3862757,86,52,2020/02/07 19:40:05
5902050350,日星藥局,高雄市三民區寶龍里惠德街３８號,(07)3845188,2,6,2020/02/07 19:40:05
5902050387,合祥藥局,高雄市三民區本元里昭良街６８號,(07)3830180,0,22,2020/02/07 19:40:05
5902050467,人禾藥局,高雄市三民區達仁里九如二路３２４號,(07)3215681,0,36,2020/02/07 19:40:05
5902050592,建昌藥局,高雄市三民區十全一路１０５號１樓,(07)3232356,0,24,2020/02/07 19:40:05
5902050636,嘉益藥局,高雄市三民區重慶街３０號,(07)3110157,0,28,2020/02/07 19:40:05
5902050681,全信藥局,高雄市三民區鼎中里鼎中路１０６號,(07)3428155,0,2,2020/02/07 19:40:05
5902050798,友泰藥局,高雄市三民區中和街１６９號,(07)3125236,0,18,2020/02/07 19:40:05
5902050903,皇安藥局,高雄市三民區九如一路４６１號,(07)3866779,198,54,2020/02/07 19:40:05
5902050912,雅信藥局,高雄市三民區鼎山街３２６號,(07)3830821,0,6,2020/02/07 19:40:05
5902051240,明皇藥局,高雄市三民區寶國里義華路１８１號,(07)3860121,2,16,2020/02/07 19:40:05
5902051786,億生藥局,高雄市三民區南台路２００號,(07)2873436,0,54,2020/02/07 19:40:05
5902051866,久大藥局,高雄市三民區本文里立忠路３２號１Ｆ,(07)3858116,0,12,2020/02/07 19:40:05
5902053833,建銘藥局,高雄市三民區吉林街２６２號,(07)3133460,2,2,2020/02/07 19:40:05
5902054689,善全藥局,高雄市三民區義華路３９１號,(07)3960269,0,42,2020/02/07 19:40:05
5902055480,建保藥局,高雄市三民區陽明路４１３號,(07)3920433,8,0,2020/02/07 19:40:05
5902056638,柏仁藥局,高雄市三民區覺民路５０４號,(07)3976016,2,2,2020/02/07 19:40:05
5902056692,大樂藥局,高雄市三民區明誠二路１６號一樓,(07)3501052,0,47,2020/02/07 19:40:05
5902056718,岱安藥局,高雄市三民區熱河二街２３號,(07)3219946,0,44,2020/02/07 19:40:05
5902056754,大家藥局,高雄市三民區鼎中路２２９號１樓,(07)3107632,0,6,2020/02/07 19:40:05
5902056825,新正興藥局,高雄市三民區正興路１００號,(07)3892646,0,36,2020/02/07 19:40:05
5902056923,鴻慶藥局,高雄市三民區裕誠路７０號,(07)9536166,14,10,2020/02/07 19:40:05
5902057126,民安藥局,高雄市三民區嫩江街７０號,(07)3121381,0,2,2020/02/07 19:40:05
5902057144,欣仁惠藥局,高雄市三民區大昌二路２４８號,(07)3837833,2,4,2020/02/07 19:40:05
5902057162,台安藥局,高雄市三民區華德街１４９號１樓,(07)3972340,0,18,2020/02/07 19:40:05
5902057288,育英藥局,高雄市三民區灣子里和順街３９號,(07)3824467,4,28,2020/02/07 19:40:05
5902057500,陽明藥局,高雄市三民區陽明路２８７號,(07)3960376,2,4,2020/02/07 19:40:05
5902057680,健爾康藥局,高雄市三民區正興路２３號,(07)3965658,6,0,2020/02/07 19:40:05
5902057831,愛橋藥局,高雄市三民區陽明路１９２號,(07)3945146,30,22,2020/02/07 19:40:05
5902057948,振源藥局,高雄市三民區熱河一街３５５號１樓,(07)3112541,0,2,2020/02/07 19:40:05
5902060150,永明藥局,高雄市新興區仁智街２２３號,(07)2619832,0,12,2020/02/07 19:40:05
5902061540,長青藥局,高雄市新興區六合路１１４號,(07)2229220,0,4,2020/02/07 19:40:05
5902061577,銘泰藥局,高雄市新興區自立二路１６６號,(07)2855165,0,2,2020/02/07 19:40:05
5902061899,元盛藥局,高雄市新興區六合路１５３號,(07)2228183,64,18,2020/02/07 19:40:05
5902071528,岩生藥局,高雄市前金區自立一路１５－１號,(07)2863608,0,18,2020/02/07 19:40:05
5902080287,佳鴻中西藥局,高雄市苓雅區文昌路１１號,(07)7497103,0,4,2020/02/07 19:40:05
5902080312,正和藥局,高雄市苓雅區福建街３６２號,(07)2265377,0,12,2020/02/07 19:40:05
5902080376,政德藥局,高雄市苓雅區正大里武廟路２９號,(07)7114371,0,10,2020/02/07 19:40:05
5902080465,廣德泰藥局,高雄市苓雅區苓雅二路７６號,(07)3340769,0,12,2020/02/07 19:40:05
5902080474,弘宗藥局,高雄市苓雅區武智街２號,(07)7211088,200,50,2020/02/07 19:40:05
5902080527,三和藥局,高雄市苓雅區廣州二街１１７號,(07)7220808,0,4,2020/02/07 19:40:05
5902080545,柏松藥局,高雄市苓雅區輔仁路１７５號,(07)7119786,60,0,2020/02/07 19:40:05
5902080616,一加藥局,高雄市苓雅區和平一路四二號,(07)7212748,2,0,2020/02/07 19:40:05
5902080803,功安中西大藥局,高雄市苓雅區三多二路２９１號,(07)7215949,18,78,2020/02/07 19:40:05
5902080858,福興藥局,高雄市苓雅區成功一路５２號,(07)3331862,0,28,2020/02/07 19:40:05
5902081186,寶麒藥局,高雄市苓雅區三多一路１４４號,(07)7610355,0,14,2020/02/07 19:40:05
5902083457,順一藥局,高雄市苓雅區田西里成功一路２１０號,(07)3330011,4,2,2020/02/07 19:40:05
5902083582,健智藥局,高雄市苓雅區四維二路９６之２號,(07)7249153,6,12,2020/02/07 19:40:05
5902083591,晨安藥局,高雄市苓雅區興中一路１６０號,(07)3365463,0,32,2020/02/07 19:40:05
5902084749,琉璃光藥師藥局,高雄市苓雅區四維一路２９２號之一樓,(07)7160930,0,54,2020/02/07 19:40:05
5902084776,杏合藥局,高雄市苓雅區福德二路２１６號,(07)7268966,8,22,2020/02/07 19:40:05
5902084785,新良安藥局,高雄市苓雅區苓雅二路１０６號,(07)3386980,4,0,2020/02/07 19:40:05
5902084801,邱吉祥藥局,高雄市苓雅區凱旋二路１３５號,(07)2226055,0,22,2020/02/07 19:40:05
5902085139,健福藥局,高雄市苓雅區永富街１０號,(07)3381746,0,20,2020/02/07 19:40:05
5902085166,景福藥局,高雄市苓雅區和平一路１４７之５號,(07)7719152,0,2,2020/02/07 19:40:05
5902085184,惠春藥局,高雄市苓雅區武慶三路９６號,(07)7611358,0,14,2020/02/07 19:40:05
5902085228,永森藥局,高雄市苓雅區建國一路２９０號,(07)7163087,0,36,2020/02/07 19:40:05
5902085344,意祥藥局,高雄市苓雅區武廟路１４２之１號,(07)7224835,0,6,2020/02/07 19:40:05
5902085371,加和藥局,高雄市苓雅區和平一路１４３之７號,(07)7219332,0,4,2020/02/07 19:40:05
5902090121,意文藥局,高雄市前鎮區瑞華里武營路１８３號,(07)7226570,0,2,2020/02/07 19:40:05
5902090167,勝惠藥局,高雄市前鎮區忠孝里三多三路７１號,(07)3354766,0,40,2020/02/07 19:40:05
5902090765,家安大藥局,高雄市前鎮區崗山南街３４２巷２１號,(07)7137711,0,4,2020/02/07 19:40:05
5902090970,民光藥局,高雄市前鎮區林森三路４８號,(07)3335362,0,16,2020/02/07 19:40:05
5902091128,北京藥局,高雄市前鎮區公正路３１號,(07)7113100,2,0,2020/02/07 19:40:05
5902092205,百宏中西大藥局,高雄市前鎮區復興三路１９４號,(07)3386719,0,2,2020/02/07 19:40:05
5902092296,迎廣藥局,高雄市前鎮區林森三路１５０號２樓,(07)3321466,4,46,2020/02/07 19:40:05
5902092358,惠芳藥局,高雄市前鎮區一心一路４８６號,(07)5370650,2,14,2020/02/07 19:40:05
5902092410,旺盛藥局,高雄市前鎮區永豐路１０８號,(07)7512899,0,14,2020/02/07 19:40:05
5902092492,元生藥局,高雄市前鎮區鎮興路２２６號１樓,(07)8156356,0,2,2020/02/07 19:40:05
5902092572,羿昇藥局,高雄市前鎮區一心一路４９２號,(07)3387737,0,30,2020/02/07 19:40:05
5902092787,吉昌藥局,高雄市前鎮區正勤路１００號,(07)3368782,14,8,2020/02/07 19:40:05
5902092887,民權丁丁藥局,高雄市前鎮區民權二路３４５號,(07)9650177,0,8,2020/02/07 19:40:05
5902092910,健家藥局,高雄市前鎮區二聖二路４５號,(07)3389986,2,4,2020/02/07 19:40:05
5902092956,慈濟健保藥局,高雄市前鎮區鎮州路２１１號,(07)8159788,5,0,2020/02/07 19:40:05
5902100033,旗后藥局,高雄市旗津區中洲三路７１５號,(07)5715838,6,22,2020/02/07 19:40:05
5902100042,千佑藥局,高雄市旗津區復興里中洲三路５１３號,(07)5712619,0,4,2020/02/07 19:40:05
5902101094,康富藥局,高雄市旗津區旗津二路２２０號,(07)5710567,2,4,2020/02/07 19:40:05
5902110244,億大藥局,高雄市小港區三苓里永義街１７１號,(07)8014958,2,30,2020/02/07 19:40:05
5902110422,臨生藥局,高雄市小港區鳳鳴路１４６－４號,(07)8711290,0,8,2020/02/07 19:40:05
5902110431,龍祺藥局,高雄市小港區平和路１１１號,(07)8315352,200,56,2020/02/07 19:40:05
5902110600,高泰藥局,高雄市小港區桂陽路７號,(07)7930043,2,0,2020/02/07 19:40:05
5902111661,康乃爾藥局,高雄市小港區漢民路４１３號２樓,(07)8026291,2,0,2020/02/07 19:40:05
5902111698,康莊藥局,高雄市小港區康莊路６９號一樓,(07)8063384,8,4,2020/02/07 19:40:05
5902111796,力安藥師藥局,高雄市小港區桂陽路316號１樓,(07)7918167,2,0,2020/02/07 19:40:05
5903010010,康健藥局,臺中市豐原區西勢里中山路３７３號,(04)25279542,6,0,2020/02/07 19:40:05
5903010118,理妍藥局,臺中市豐原區中正路３７９號,(04)25270140,8,0,2020/02/07 19:40:05
5903010127,友誠藥局,臺中市豐原區豐東路４０１號１樓,(04)25132371,0,1,2020/02/07 19:40:05
5903010181,永豐藥局,臺中市豐原區中山路４２２號１樓,(04)25280088,0,2,2020/02/07 19:40:05
5903010305,大樹圓環藥局,臺中市豐原區圓環東路６１７號１樓,(04)25122212,200,50,2020/02/07 19:40:05
5903010314,豐原百宏中西藥局,臺中市豐原區水源路５９５號１樓,(04)25242185,8,4,2020/02/07 19:40:05
5903010332,富田藥局,臺中市豐原區文昌街１５２號１樓,(04)25225453,197,58,2020/02/07 19:40:05
5903010350,甲蒂健保藥局,臺中市豐原區豐東路３０８號,(04)25256028,10,0,2020/02/07 19:40:05
5903010387,信宜藥局,臺中市豐原區中山路３９５號,(04)25229912,0,36,2020/02/07 19:40:05
5903010403,品安藥局,臺中市豐原區中山路４０５號,(04)25270138,2,20,2020/02/07 19:40:05
5903010421,長庚健保大藥局,臺中市豐原區中正路１３２號１樓,(04)25151867,2,2,2020/02/07 19:40:05
5903010449,豐原藥局,臺中市豐原區新生北路２０６號之１（１樓）,(04)25260119,0,30,2020/02/07 19:40:05
5903010467,阜康藥局,臺中市豐原區中山路２９５號１樓,(04)25155977,0,14,2020/02/07 19:40:05
5903010485,大樹圓環藥局,臺中市豐原區圓環東路６１７號１樓,(04)25122212,150,52,2020/02/07 19:40:05
5903010494,百宏大藥局,臺中市豐原區中正路８６０號１樓,(04)25131538,6,8,2020/02/07 19:40:05
5903020052,東勢福倫藥局,臺中市東勢區豐勢路４３８號,(04)25876118,2,0,2020/02/07 19:40:05
5903030012,康好藥局,臺中市大甲區三民路１３２－２號,(04)26802149,2,0,2020/02/07 19:40:05
5903030076,百禾藥局,臺中市大甲區仁愛街５８號,(04)26872538,0,8,2020/02/07 19:40:05
5903030110,大甲啄木鳥藥局,臺中市大甲區中山路１段９０５號,(04)26804502,6,0,2020/02/07 19:40:05
5903030138,聖佑藥局,臺中市大甲區中山路１段５７６號１樓,(04)26760156,2,4,2020/02/07 19:40:05
5903030147,能德藥局,臺中市大甲區復興路２２之１號,(04)26873549,0,22,2020/02/07 19:40:05
5903030174,慶安藥局,臺中市大甲區文武路１７８之３號,(04)26802933,0,2,2020/02/07 19:40:05
5903030192,大甲合和藥局,臺中市大甲區甲后路５段２６９號１樓,(04)26802310,0,2,2020/02/07 19:40:05
5903040036,得康藥局,臺中市清水區高美路１１７號,(04)26260622,0,2,2020/02/07 19:40:05
5903040063,崇文藥師藥局,臺中市清水區和平路４２８之１５號,(04)26561101,90,56,2020/02/07 19:40:05
5903050087,仁暉健保處方藥局,臺中市沙鹿區向上路７段１３０號,(04)26365626,0,2,2020/02/07 19:40:05
5903050103,北勢進騰藥局,臺中市沙鹿區北勢東路５０９之７號１樓,(04)26330893,0,2,2020/02/07 19:40:05
5903050176,全國藥局,臺中市沙鹿區臺灣大道７段９９２號,(04)26627097,212,52,2020/02/07 19:40:05
5903050185,好利藥局,臺中市沙鹿區中山路４８７－１號,(04)26630087,14,8,2020/02/07 19:40:05
5903050229,維康藥局,臺中市沙鹿區鎮南路２段４１２號１樓,(04)26524787,0,18,2020/02/07 19:40:05
5903050238,百岳大藥局,臺中市沙鹿區鎮南路二段７７號１樓,(04)26359825,8,0,2020/02/07 19:40:05
5903070016,泉興中西大藥局,臺中市后里區甲后路一段５９８號,(04)25583883,4,0,2020/02/07 19:40:05
5903070043,后禮藥局,臺中市后里區甲后路一段１６３號１樓,(04)25582413,0,12,2020/02/07 19:40:05
5903070052,后里宏安藥局,臺中市后里區福音路２８號１樓,(04)25581036,4,0,2020/02/07 19:40:05
5903070098,祐恩藥局,臺中市后里區甲后路一段４７８號１樓,(04)25587518,274,76,2020/02/07 19:40:05
5903070141,甲后藥局,臺中市后里區甲后路一段２５３號１樓,(04)25577378,0,8,2020/02/07 19:40:05
5903080030,捷達藥局,臺中市神岡區大漢街２５號,(04)25225207,2,6,2020/02/07 19:40:05
5903090072,元康健保藥局,臺中市潭子區圓通南路１９６號１樓,(04)25353893,2,4,2020/02/07 19:40:05
5903090134,光陽藥局,臺中市潭子區福潭路５０５號１樓,(04)25365607,2,8,2020/02/07 19:40:05
5903090223,均安藥局,臺中市潭子區興華一路５０３號１樓,(04)25310998,2,0,2020/02/07 19:40:05
5903090349,久揚藥局,臺中市潭子區頭張路一段７號１樓,(04)25356103,2,0,2020/02/07 19:40:05
5903100037,大雅東亞藥師大藥局,臺中市大雅區民生路１段２２、２２－１號,(04)25605233,4,0,2020/02/07 19:40:05
5903100046,躍獅佑仁藥局,臺中市大雅區雅環路２段２８７號,(04)25608256,22,36,2020/02/07 19:40:05
5903130035,政修藥局,臺中市外埔區中山路２９０號,(04)26831881,4,0,2020/02/07 19:40:05
5903150028,全成烏日藥局,臺中市烏日區溪南路１段７７６號,(04)23352656,4,0,2020/02/07 19:40:05
5903150055,明康藥局,臺中市烏日區中山路１段５４８－１號,(04)23386157,0,14,2020/02/07 19:40:05
5903150108,仁厚藥局,臺中市烏日區一心街１號,(04)23382375,12,0,2020/02/07 19:40:05
5903150117,成功福倫藥局,臺中市烏日區榮和路６１號１樓,(04)23367018,0,4,2020/02/07 19:40:05
5903150126,烏日安德藥局,臺中市烏日區榮和路１５１號、１５３號１樓,(04)23386925,0,2,2020/02/07 19:40:05
5903160015,追分藥局,臺中市大肚區沙田路一段４０２號１樓,(04)26931439,1,0,2020/02/07 19:40:05
5903160079,同利藥局,臺中市大肚區沙田路一段５０４號,(04)26935492,1,0,2020/02/07 19:40:05
5903160097,安昌藥局,臺中市大肚區遊園路二段１７６號１樓,(04)26913890,0,8,2020/02/07 19:40:05
5903170039,大佶安藥局龍井店,臺中市龍井區沙田路６段１９７號１樓,(04)26361410,0,6,2020/02/07 19:40:05
5903170048,龍井新庄藥局,臺中市龍井區遊園南路１７９號１樓,(04)26322169,50,14,2020/02/07 19:40:05
5903170057,林大藥局,臺中市龍井區中央路３段６０號,(04)26397088,2,4,2020/02/07 19:40:05
5903170093,杏嘉藥局,臺中市龍井區龍山街１４８號１樓,(04)26357889,1,0,2020/02/07 19:40:05
5903170100,全安堂藥局,臺中市龍井區中央路一段２２０號,(04)26394332,16,0,2020/02/07 19:40:05
5903180062,霧峰安德藥局,臺中市霧峰區中正路１１３５號１樓,(04)23300365,1,0,2020/02/07 19:40:05
5903180142,峰正藥局,臺中市霧峰區中正路８３０號１樓,(04)23303353,136,46,2020/02/07 19:40:05
5903190022,藥源藥局,臺中市太平區中山路４段２２０號,(04)23955108,2,0,2020/02/07 19:40:05
5903190077,八醫健保藥局,臺中市太平區中山路２段３５７號,(04)23935050,202,68,2020/02/07 19:40:05
5903190139,劍橋藥局,臺中市太平區宜昌路５５２號１樓,(04)22776619,6,2,2020/02/07 19:40:05
5903190148,亞洲藥師連鎖大藥局,臺中市太平區中山路２段４５８號,(04)23921681,0,4,2020/02/07 19:40:05
5903190157,春長藥局,臺中市太平區太平路１４７號,(04)22799286,1,0,2020/02/07 19:40:05
5903190184,太平中大藥局,臺中市太平區宜欣二路４４號１樓,(04)22787846,10,0,2020/02/07 19:40:05
5903190228,中山德侑藥局,臺中市太平區中山路３段２之２號１樓,(04)23920682,0,10,2020/02/07 19:40:05
5903190264,安心藥局,臺中市太平區中山路３段２８號１樓,(04)23912042,4,2,2020/02/07 19:40:05
5903190291,新平和藥局,臺中市太平區光興路８２７號１樓,(04)22771262,6,0,2020/02/07 19:40:05
5903190308,達安藥局,臺中市太平區樹德路６９巷６號１樓,(04)23950982,2,20,2020/02/07 19:40:05
5903190335,育賢德侑藥局,臺中市太平區育賢路１０７號、１０９號,(04)23920696,0,4,2020/02/07 19:40:05
5903190353,信康藥局,臺中市太平區樹德路９８－１號,(04)23960697,5,36,2020/02/07 19:40:05
5903190362,太平中山藥局,臺中市太平區中山路４段１１號,(04)23959200,166,68,2020/02/07 19:40:05
5903190433,太平瑞昌藥局,臺中市太平區新興路２８號,(04)23956319,8,2,2020/02/07 19:40:05
5903190504,維肯藥局,臺中市太平區中興路７８－１號,(04)23512198,2,0,2020/02/07 19:40:05
5903190522,聖康佳禾藥局,臺中市太平區光興路８３１號,(04)22772065,2,4,2020/02/07 19:40:05
5903190559,惠欣藥師藥局,臺中市太平區樹孝路２－１２號１樓,(04)23928881,12,4,2020/02/07 19:40:05
5903190577,勤益藥局,臺中市太平區中山路一段３２１號１樓,(04)24923540,0,8,2020/02/07 19:40:05
5903200023,樂明藥局,臺中市大里區中興路１段２６１號,(04)24920763,8,54,2020/02/07 19:40:05
5903200096,仁化藥局,臺中市大里區仁化路５４０號,(04)24915902,0,14,2020/02/07 19:40:05
5903200121,弘佑藥局,臺中市大里區成功路５１５號１樓,(04)24911234,32,20,2020/02/07 19:40:05
5903200130,新家祐健保藥局,臺中市大里區中興路１段３７６號,(04)24918929,2,0,2020/02/07 19:40:05
5903200149,祥佑健保特約藥局,臺中市大里區中興路２段４０６號,(04)24866398,4,0,2020/02/07 19:40:05
5903200158,世穎藥局,臺中市大里區中興路１段１６７－６號１樓,(04)24937265,12,8,2020/02/07 19:40:05
5903200210,益民藥局,臺中市大里區益民路２段７１號１樓,(04)24836083,0,2,2020/02/07 19:40:05
5903200229,信元藥局,臺中市大里區益民路２段３７２號１樓,(04)24876051,0,4,2020/02/07 19:40:05
5903200318,廣信藥局,臺中市大里區益民路１段１６４號１樓,(04)24829981,0,2,2020/02/07 19:40:05
5903200372,國光丁丁藥局,臺中市大里區國光路２段５５１－１號１樓,(04)24069711,0,2,2020/02/07 19:40:05
5903200461,合康藥局,臺中市大里區中投西路３段２２３號１樓,(04)24078383,1,36,2020/02/07 19:40:05
5903200514,大明永欣藥局,臺中市大里區大明路５３９號１樓、５４１號１樓,(04)24068864,1,1,2020/02/07 19:40:05
5903200541,大里康媞藥局,臺中市大里區塗城路４９４號,(04)24966627,4,0,2020/02/07 19:40:05
5903200550,康福藥局,臺中市大里區大新街５１號,(04)24070808,0,1,2020/02/07 19:40:05
5903200578,大里慈輝藥局,臺中市大里區中興路二段６８３號,(04)24835507,4,0,2020/02/07 19:40:05
5903200587,大里安德健保藥局,臺中市大里區大明路１１７號,(04)24875607,0,2,2020/02/07 19:40:05
5903200596,大樹大里藥局,臺中市大里區中興路二段１０１號,(04)24861133,154,54,2020/02/07 19:40:05
5903200603,全家藥局,臺中市大里區中興路一段１０９之６號,(04)24929976,204,44,2020/02/07 19:40:05
5903200630,東裕藥局,臺中市大里區中興路二段１５３－３號１樓,(04)24850728,0,18,2020/02/07 19:40:05
5903200649,躍獅日新藥局,臺中市大里區日新路３４２號１樓,(04)24822345,6,0,2020/02/07 19:40:05
5903200667,永欣東榮藥局,臺中市大里區東榮路３７０號１樓,(04)24810599,2,0,2020/02/07 19:40:05
5903220105,平等安德藥局,臺中市中區平等街１１６號,(04)22222889,0,16,2020/02/07 19:40:05
5903220141,雙十小林健保藥局,臺中市中區雙十路一段３５號,(04)22253662,0,32,2020/02/07 19:40:05
5903220150,老順安大藥局,臺中市中區中華路二段６３號、６５號１樓,(04)22016306,0,2,2020/02/07 19:40:05
5903220169,公園大藥局,臺中市中區公園路９５號１樓,(04)22060858,2,40,2020/02/07 19:40:05
5903230030,十甲東亞藥師大藥局,臺中市東區十甲路４２３號１樓,(04)22118879,0,2,2020/02/07 19:40:05
